Start,-,End,MEALS2GO,MKT DINEIN
4:31 PM,-,4:45 PM,0,0
5:01 PM,-,5:15 PM,0,0
5:31 PM,-,5:45 PM,0,122
5:46 PM,-,6:00 PM,0,26
6:01 PM,-,6:15 PM,0,135
6:16 PM,-,6:30 PM,0,56
6:31 PM,-,6:45 PM,0,100
6:46 PM,-,7:00 PM,0,124
7:01 PM,-,7:15 PM,0,7
7:16 PM,-,7:30 PM,0,8
7:31 PM,-,7:45 PM,0,30
Day Totals:,0,0,"1,668",0
"Sunday, 08/23/2015",,,,
8:01 AM,-,8:15 AM,0,23
8:16 AM,-,8:30 AM,0,36
8:31 AM,-,8:45 AM,0,32
8:46 AM,-,9:00 AM,0,35
9:01 AM,-,9:15 AM,0,53
9:16 AM,-,9:30 AM,0,12
11:31 AM,-,11:45 AM,0,138
11:46 AM,-,12:00 PM,0,124
12:01 PM,-,12:15 PM,0,153
12:16 PM,-,12:30 PM,0,115
12:31 PM,-,12:45 PM,0,47
12:46 PM,-,1:00 PM,0,37
1:01 PM,-,1:15 PM,0,8
1:16 PM,-,1:30 PM,0,8
2:01 PM,-,2:15 PM,0,0
2:31 PM,-,2:45 PM,0,0
3:01 PM,-,3:15 PM,0,0
3:16 PM,-,3:30 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:01 PM,-,4:15 PM,0,0
4:16 PM,-,4:30 PM,0,0
5:31 PM,-,5:45 PM,0,87
5:46 PM,-,6:00 PM,0,102
6:01 PM,-,6:15 PM,0,112
6:16 PM,-,6:30 PM,0,86
6:31 PM,-,6:45 PM,0,95
6:46 PM,-,7:00 PM,0,138
7:01 PM,-,7:15 PM,0,40
7:16 PM,-,7:30 PM,0,30
7:31 PM,-,7:45 PM,0,32
Day Totals:,0,0,"1,543",0
"Monday, 08/24/2015",,,,
7:46 AM,-,8:00 AM,0,5
8:01 AM,-,8:15 AM,0,110
8:16 AM,-,8:30 AM,0,73
8:31 AM,-,8:45 AM,0,50
8:46 AM,-,9:00 AM,0,73
9:01 AM,-,9:15 AM,0,55
9:16 AM,-,9:30 AM,0,0
9:31 AM,-,9:45 AM,0,0
10:01 AM,-,10:15 AM,0,0
10:16 AM,-,10:30 AM,0,0
10:31 AM,-,10:45 AM,0,0
10:46 AM,-,11:00 AM,0,0
11:01 AM,-,11:15 AM,0,0
11:16 AM,-,11:30 AM,0,0
11:31 AM,-,11:45 AM,0,146
11:46 AM,-,12:00 PM,0,107
12:01 PM,-,12:15 PM,0,172
12:16 PM,-,12:30 PM,0,107
12:31 PM,-,12:45 PM,0,90
12:46 PM,-,1:00 PM,0,49
1:01 PM,-,1:15 PM,0,21
1:16 PM,-,1:30 PM,0,7
1:31 PM,-,1:45 PM,0,0
1:46 PM,-,2:00 PM,0,0
2:01 PM,-,2:15 PM,0,0
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,0
3:16 PM,-,3:30 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:16 PM,-,4:30 PM,0,0
4:31 PM,-,4:45 PM,0,0
5:01 PM,-,5:15 PM,0,1
5:31 PM,-,5:45 PM,0,115
5:46 PM,-,6:00 PM,0,114
6:01 PM,-,6:15 PM,0,107
6:16 PM,-,6:30 PM,0,104
6:31 PM,-,6:45 PM,0,115
6:46 PM,-,7:00 PM,0,78
7:01 PM,-,7:15 PM,0,56
7:16 PM,-,7:30 PM,0,52
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:16 PM,-,11:30 PM,0,0
Day Totals:,0,0,"1,807",0
"Tuesday, 08/25/2015",,,,
7:31 AM,-,7:45 AM,0,0
8:01 AM,-,8:15 AM,0,29
8:16 AM,-,8:30 AM,0,32
8:31 AM,-,8:45 AM,0,41
8:46 AM,-,9:00 AM,0,69
9:01 AM,-,9:15 AM,0,69
9:16 AM,-,9:30 AM,0,1
9:31 AM,-,9:45 AM,0,0
9:46 AM,-,10:00 AM,0,0
10:01 AM,-,10:15 AM,0,0
10:16 AM,-,10:30 AM,0,0
10:31 AM,-,10:45 AM,0,0
10:46 AM,-,11:00 AM,0,0
11:01 AM,-,11:15 AM,0,0
11:31 AM,-,11:45 AM,0,139
11:46 AM,-,12:00 PM,0,146
12:01 PM,-,12:15 PM,0,165
12:16 PM,-,12:30 PM,0,128
12:31 PM,-,12:45 PM,0,91
12:46 PM,-,1:00 PM,0,47
1:01 PM,-,1:15 PM,0,29
1:16 PM,-,1:30 PM,0,10
1:31 PM,-,1:45 PM,0,0
1:46 PM,-,2:00 PM,0,0
2:31 PM,-,2:45 PM,0,0
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,0
3:16 PM,-,3:30 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:01 PM,-,4:15 PM,0,0
4:16 PM,-,4:30 PM,0,0
4:31 PM,-,4:45 PM,0,0
5:31 PM,-,5:45 PM,0,114
5:46 PM,-,6:00 PM,0,97
6:01 PM,-,6:15 PM,0,112
6:16 PM,-,6:30 PM,0,105
6:31 PM,-,6:45 PM,0,88
6:46 PM,-,7:00 PM,0,87
7:01 PM,-,7:15 PM,0,58
7:16 PM,-,7:30 PM,0,23
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:31 PM,-,11:45 PM,0,0
Day Totals:,0,0,"1,680",0
"Wednesday, 08/26/2015",,,,
7:46 AM,-,8:00 AM,0,7
8:01 AM,-,8:15 AM,0,50
8:16 AM,-,8:30 AM,0,32
8:31 AM,-,8:45 AM,0,43
8:46 AM,-,9:00 AM,0,63
9:01 AM,-,9:15 AM,0,78
9:16 AM,-,9:30 AM,0,8
9:31 AM,-,9:45 AM,0,0
9:46 AM,-,10:00 AM,0,0
10:01 AM,-,10:15 AM,0,0
10:16 AM,-,10:30 AM,0,0
10:31 AM,-,10:45 AM,0,0
10:46 AM,-,11:00 AM,0,0
11:16 AM,-,11:30 AM,0,0
11:31 AM,-,11:45 AM,0,72
11:46 AM,-,12:00 PM,0,130
12:01 PM,-,12:15 PM,0,282
12:16 PM,-,12:30 PM,0,102
12:31 PM,-,12:45 PM,0,115
12:46 PM,-,1:00 PM,0,38
1:01 PM,-,1:15 PM,0,30
1:16 PM,-,1:30 PM,0,17
1:31 PM,-,1:45 PM,0,1
1:46 PM,-,2:00 PM,0,0
2:01 PM,-,2:15 PM,0,0
2:16 PM,-,2:30 PM,0,0
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:16 PM,-,4:30 PM,0,0
4:31 PM,-,4:45 PM,0,0
4:46 PM,-,5:00 PM,0,0
5:01 PM,-,5:15 PM,0,0
5:16 PM,-,5:30 PM,0,0
6:31 PM,-,6:45 PM,0,0
6:46 PM,-,7:00 PM,0,0
7:01 PM,-,7:15 PM,0,0
7:16 PM,-,7:30 PM,0,0
7:31 PM,-,7:45 PM,0,0
7:46 PM,-,8:00 PM,0,0
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
Day Totals:,0,0,"1,068",0
"Thursday, 08/27/2015",,,,
6:46 AM,-,7:00 AM,0,2
7:01 AM,-,7:15 AM,0,43
7:16 AM,-,7:30 AM,0,80
7:31 AM,-,7:45 AM,0,129
7:46 AM,-,8:00 AM,0,53
8:01 AM,-,8:15 AM,0,36
8:16 AM,-,8:30 AM,1,49
8:31 AM,-,8:45 AM,1,32
8:46 AM,-,9:00 AM,1,32
9:01 AM,-,9:15 AM,0,33
9:16 AM,-,9:30 AM,1,27
9:31 AM,-,9:45 AM,0,19
9:46 AM,-,10:00 AM,0,28
10:01 AM,-,10:15 AM,1,17
10:16 AM,-,10:30 AM,0,4
10:31 AM,-,10:45 AM,1,1
10:46 AM,-,11:00 AM,2,52
11:01 AM,-,11:15 AM,2,127
11:16 AM,-,11:30 AM,3,134
11:31 AM,-,11:45 AM,3,218
11:46 AM,-,12:00 PM,2,189
12:01 PM,-,12:15 PM,2,231
12:16 PM,-,12:30 PM,6,139
12:31 PM,-,12:45 PM,0,58
12:46 PM,-,1:00 PM,0,66
1:01 PM,-,1:15 PM,3,31
1:16 PM,-,1:30 PM,1,18
1:31 PM,-,1:45 PM,1,7
1:46 PM,-,2:00 PM,0,1
2:01 PM,-,2:15 PM,0,1
2:16 PM,-,2:30 PM,0,9
2:31 PM,-,2:45 PM,0,2
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,1
3:16 PM,-,3:30 PM,0,1
3:31 PM,-,3:45 PM,1,1
3:46 PM,-,4:00 PM,0,4
4:01 PM,-,4:15 PM,1,2
4:16 PM,-,4:30 PM,0,1
4:31 PM,-,4:45 PM,1,2
4:46 PM,-,5:00 PM,1,14
5:01 PM,-,5:15 PM,1,68
5:16 PM,-,5:30 PM,0,69
5:31 PM,-,5:45 PM,8,127
5:46 PM,-,6:00 PM,8,155
6:01 PM,-,6:15 PM,1,254
6:16 PM,-,6:30 PM,6,114
6:31 PM,-,6:45 PM,2,63
6:46 PM,-,7:00 PM,5,66
7:01 PM,-,7:15 PM,2,153
7:16 PM,-,7:30 PM,2,60
7:31 PM,-,7:45 PM,1,30
7:46 PM,-,8:00 PM,4,6
8:01 PM,-,8:15 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,75,"3,059",0
"Friday, 08/28/2015",,,,
7:01 AM,-,7:15 AM,0,21
7:16 AM,-,7:30 AM,0,68
7:31 AM,-,7:45 AM,1,80
7:46 AM,-,8:00 AM,0,46
8:01 AM,-,8:15 AM,2,63
8:16 AM,-,8:30 AM,0,65
8:31 AM,-,8:45 AM,0,63
8:46 AM,-,9:00 AM,0,63
9:01 AM,-,9:15 AM,0,30
9:16 AM,-,9:30 AM,1,29
9:31 AM,-,9:45 AM,0,34
9:46 AM,-,10:00 AM,1,22
10:01 AM,-,10:15 AM,2,6
10:16 AM,-,10:30 AM,0,2
10:31 AM,-,10:45 AM,0,1
10:46 AM,-,11:00 AM,4,51
11:01 AM,-,11:15 AM,4,70
11:16 AM,-,11:30 AM,2,62
11:31 AM,-,11:45 AM,1,137
11:46 AM,-,12:00 PM,9,209
12:01 PM,-,12:15 PM,2,265
12:16 PM,-,12:30 PM,5,191
12:31 PM,-,12:45 PM,6,115
12:46 PM,-,1:00 PM,6,57
1:01 PM,-,1:15 PM,4,58
1:16 PM,-,1:30 PM,1,19
1:31 PM,-,1:45 PM,0,1
1:46 PM,-,2:00 PM,2,6
2:01 PM,-,2:15 PM,1,4
2:16 PM,-,2:30 PM,2,1
2:31 PM,-,2:45 PM,0,1
2:46 PM,-,3:00 PM,0,1
3:01 PM,-,3:15 PM,1,1
3:16 PM,-,3:30 PM,1,0
3:31 PM,-,3:45 PM,3,1
3:46 PM,-,4:00 PM,0,1
4:01 PM,-,4:15 PM,0,2
4:16 PM,-,4:30 PM,3,3
4:31 PM,-,4:45 PM,1,3
4:46 PM,-,5:00 PM,1,9
5:01 PM,-,5:15 PM,3,56
5:16 PM,-,5:30 PM,3,59
5:31 PM,-,5:45 PM,3,108
5:46 PM,-,6:00 PM,4,156
6:01 PM,-,6:15 PM,7,178
6:16 PM,-,6:30 PM,2,94
6:31 PM,-,6:45 PM,9,172
6:46 PM,-,7:00 PM,4,131
7:01 PM,-,7:15 PM,1,15
7:16 PM,-,7:30 PM,2,3
7:31 PM,-,7:45 PM,0,0
7:46 PM,-,8:00 PM,0,0
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,104,"2,833",0
"Saturday, 08/29/2015",,,,
11:46 PM,-,12:00 AM,0,0
12:01 AM,-,12:15 AM,0,0
9:01 AM,-,9:15 AM,0,91
9:16 AM,-,9:30 AM,0,37
9:31 AM,-,9:45 AM,0,30
9:46 AM,-,10:00 AM,0,15
10:01 AM,-,10:15 AM,0,18
11:31 AM,-,11:45 AM,2,215
11:46 AM,-,12:00 PM,2,115
12:01 PM,-,12:15 PM,2,118
12:16 PM,-,12:30 PM,4,169
12:31 PM,-,12:45 PM,2,129
12:46 PM,-,1:00 PM,2,90
1:01 PM,-,1:15 PM,0,58
1:16 PM,-,1:30 PM,2,30
1:31 PM,-,1:45 PM,0,0
1:46 PM,-,2:00 PM,0,0
2:01 PM,-,2:15 PM,0,0
2:16 PM,-,2:30 PM,0,0
2:31 PM,-,2:45 PM,0,0
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,0
3:16 PM,-,3:30 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:01 PM,-,4:15 PM,0,0
4:16 PM,-,4:30 PM,0,0
4:31 PM,-,4:45 PM,0,0
4:46 PM,-,5:00 PM,0,0
5:01 PM,-,5:15 PM,1,80
5:16 PM,-,5:30 PM,4,53
5:31 PM,-,5:45 PM,1,119
5:46 PM,-,6:00 PM,0,101
6:01 PM,-,6:15 PM,1,182
6:16 PM,-,6:30 PM,3,135
6:31 PM,-,6:45 PM,2,134
6:46 PM,-,7:00 PM,2,112
7:01 PM,-,7:15 PM,0,2
7:16 PM,-,7:30 PM,0,0
7:31 PM,-,7:45 PM,0,0
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,30,"2,033",0
"Sunday, 08/30/2015",,,,
11:31 AM,-,11:45 AM,4,207
11:46 AM,-,12:00 PM,3,122
12:01 PM,-,12:15 PM,3,129
12:16 PM,-,12:30 PM,2,134
12:31 PM,-,12:45 PM,0,75
12:46 PM,-,1:00 PM,4,85
1:01 PM,-,1:15 PM,0,65
1:16 PM,-,1:30 PM,4,83
1:31 PM,-,1:45 PM,0,45
1:46 PM,-,2:00 PM,0,0
2:01 PM,-,2:15 PM,0,0
2:16 PM,-,2:30 PM,0,0
2:31 PM,-,2:45 PM,0,0
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,0
3:16 PM,-,3:30 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:01 PM,-,4:15 PM,0,0
4:16 PM,-,4:30 PM,0,0
4:31 PM,-,4:45 PM,0,0
4:46 PM,-,5:00 PM,0,1
5:01 PM,-,5:15 PM,5,100
5:16 PM,-,5:30 PM,4,69
5:31 PM,-,5:45 PM,4,105
5:46 PM,-,6:00 PM,1,135
6:01 PM,-,6:15 PM,1,247
6:16 PM,-,6:30 PM,6,147
6:31 PM,-,6:45 PM,6,128
6:46 PM,-,7:00 PM,3,108
7:01 PM,-,7:15 PM,0,2
7:16 PM,-,7:30 PM,0,0
7:31 PM,-,7:45 PM,0,0
7:46 PM,-,8:00 PM,0,0
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
Day Totals:,0,50,"1,987",0
"Monday, 08/31/2015",,,,
7:01 AM,-,7:15 AM,1,36
7:16 AM,-,7:30 AM,0,79
7:31 AM,-,7:45 AM,1,83
7:46 AM,-,8:00 AM,1,50
8:01 AM,-,8:15 AM,1,64
8:16 AM,-,8:30 AM,0,82
8:31 AM,-,8:45 AM,0,55
8:46 AM,-,9:00 AM,0,37
9:01 AM,-,9:15 AM,0,28
9:16 AM,-,9:30 AM,1,20
9:31 AM,-,9:45 AM,0,22
9:46 AM,-,10:00 AM,0,21
10:01 AM,-,10:15 AM,1,6
10:16 AM,-,10:30 AM,0,2
10:31 AM,-,10:45 AM,3,5
10:46 AM,-,11:00 AM,4,45
11:01 AM,-,11:15 AM,3,62
11:16 AM,-,11:30 AM,6,131
11:31 AM,-,11:45 AM,9,93
11:46 AM,-,12:00 PM,13,259
12:01 PM,-,12:15 PM,11,271
12:16 PM,-,12:30 PM,11,115
12:31 PM,-,12:45 PM,5,99
12:46 PM,-,1:00 PM,1,34
1:01 PM,-,1:15 PM,7,38
1:16 PM,-,1:30 PM,3,22
1:31 PM,-,1:45 PM,0,5
1:46 PM,-,2:00 PM,4,1
2:01 PM,-,2:15 PM,1,3
2:16 PM,-,2:30 PM,0,3
2:31 PM,-,2:45 PM,2,1
2:46 PM,-,3:00 PM,0,1
3:01 PM,-,3:15 PM,0,1
3:16 PM,-,3:30 PM,1,0
3:31 PM,-,3:45 PM,0,1
3:46 PM,-,4:00 PM,0,4
4:01 PM,-,4:15 PM,3,2
4:16 PM,-,4:30 PM,0,5
4:31 PM,-,4:45 PM,2,3
4:46 PM,-,5:00 PM,5,20
5:01 PM,-,5:15 PM,3,49
5:16 PM,-,5:30 PM,2,99
5:31 PM,-,5:45 PM,4,62
5:46 PM,-,6:00 PM,7,150
6:01 PM,-,6:15 PM,7,192
6:16 PM,-,6:30 PM,5,119
6:31 PM,-,6:45 PM,5,187
6:46 PM,-,7:00 PM,6,136
7:01 PM,-,7:15 PM,2,57
7:16 PM,-,7:30 PM,2,36
7:31 PM,-,7:45 PM,5,34
7:46 PM,-,8:00 PM,6,23
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,154,"2,953",0
"Tuesday, 09/01/2015",,,,
6:46 AM,-,7:00 AM,0,4
7:01 AM,-,7:15 AM,0,24
7:16 AM,-,7:30 AM,0,71
7:31 AM,-,7:45 AM,0,92
7:46 AM,-,8:00 AM,2,49
8:01 AM,-,8:15 AM,2,43
8:16 AM,-,8:30 AM,2,38
8:31 AM,-,8:45 AM,0,31
8:46 AM,-,9:00 AM,2,26
9:01 AM,-,9:15 AM,2,25
9:16 AM,-,9:30 AM,1,41
9:31 AM,-,9:45 AM,0,17
9:46 AM,-,10:00 AM,3,26
10:01 AM,-,10:15 AM,0,8
10:16 AM,-,10:30 AM,0,7
10:31 AM,-,10:45 AM,0,2
10:46 AM,-,11:00 AM,7,76
11:01 AM,-,11:15 AM,19,170
11:16 AM,-,11:30 AM,5,135
