Start,-,End,MEALS2GO,MKT DINEIN
5:46 PM,-,6:00 PM,0,88
6:01 PM,-,6:15 PM,0,130
6:16 PM,-,6:30 PM,0,104
6:31 PM,-,6:45 PM,0,65
6:46 PM,-,7:00 PM,0,48
7:01 PM,-,7:15 PM,0,72
7:16 PM,-,7:30 PM,0,58
7:31 PM,-,7:45 PM,0,1
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,0,"1,799",0
"Wednesday, 08/27/2014",,,,
7:16 AM,-,7:30 AM,0,0
7:46 AM,-,8:00 AM,0,7
8:01 AM,-,8:15 AM,0,36
8:16 AM,-,8:30 AM,0,31
8:31 AM,-,8:45 AM,0,66
8:46 AM,-,9:00 AM,0,64
9:01 AM,-,9:15 AM,0,39
9:16 AM,-,9:30 AM,0,0
9:31 AM,-,9:45 AM,0,1
9:46 AM,-,10:00 AM,0,0
10:01 AM,-,10:15 AM,0,0
10:16 AM,-,10:30 AM,0,0
10:31 AM,-,10:45 AM,0,0
10:46 AM,-,11:00 AM,0,0
11:01 AM,-,11:15 AM,0,0
11:16 AM,-,11:30 AM,0,11
11:31 AM,-,11:45 AM,0,61
11:46 AM,-,12:00 PM,0,83
12:01 PM,-,12:15 PM,0,240
12:16 PM,-,12:30 PM,0,175
12:31 PM,-,12:45 PM,0,112
12:46 PM,-,1:00 PM,0,59
1:01 PM,-,1:15 PM,0,13
1:16 PM,-,1:30 PM,0,16
1:31 PM,-,1:45 PM,0,0
1:46 PM,-,2:00 PM,0,0
2:01 PM,-,2:15 PM,0,0
2:16 PM,-,2:30 PM,0,0
2:31 PM,-,2:45 PM,0,0
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,1
3:16 PM,-,3:30 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:01 PM,-,4:15 PM,0,0
4:16 PM,-,4:30 PM,0,0
4:31 PM,-,4:45 PM,0,0
4:46 PM,-,5:00 PM,0,0
5:01 PM,-,5:15 PM,0,0
5:16 PM,-,5:30 PM,0,0
5:31 PM,-,5:45 PM,0,0
6:01 PM,-,6:15 PM,0,0
6:16 PM,-,6:30 PM,0,0
6:31 PM,-,6:45 PM,0,0
7:01 PM,-,7:15 PM,0,0
7:31 PM,-,7:45 PM,0,0
7:46 PM,-,8:00 PM,0,0
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,1,0
9:31 PM,-,9:45 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,1,1,"1,015",0
"Thursday, 08/28/2014",,,,
7:01 AM,-,7:15 AM,0,32
7:16 AM,-,7:30 AM,0,98
7:31 AM,-,7:45 AM,0,141
7:46 AM,-,8:00 AM,0,72
8:01 AM,-,8:15 AM,0,45
8:16 AM,-,8:30 AM,0,26
8:31 AM,-,8:45 AM,0,27
8:46 AM,-,9:00 AM,0,43
9:01 AM,-,9:15 AM,0,52
9:16 AM,-,9:30 AM,0,66
9:31 AM,-,9:45 AM,0,49
9:46 AM,-,10:00 AM,0,49
10:01 AM,-,10:15 AM,0,19
10:16 AM,-,10:30 AM,0,7
10:31 AM,-,10:45 AM,0,5
10:46 AM,-,11:00 AM,0,16
11:01 AM,-,11:15 AM,0,85
11:16 AM,-,11:30 AM,4,143
11:31 AM,-,11:45 AM,3,186
11:46 AM,-,12:00 PM,2,270
12:01 PM,-,12:15 PM,1,259
12:16 PM,-,12:30 PM,0,131
12:31 PM,-,12:45 PM,0,69
12:46 PM,-,1:00 PM,1,40
1:01 PM,-,1:15 PM,2,37
1:16 PM,-,1:30 PM,1,15
1:31 PM,-,1:45 PM,0,9
1:46 PM,-,2:00 PM,0,3
2:01 PM,-,2:15 PM,1,6
2:16 PM,-,2:30 PM,2,6
2:31 PM,-,2:45 PM,1,4
2:46 PM,-,3:00 PM,0,3
3:01 PM,-,3:15 PM,2,3
3:16 PM,-,3:30 PM,4,8
3:31 PM,-,3:45 PM,1,4
3:46 PM,-,4:00 PM,5,0
4:01 PM,-,4:15 PM,0,3
4:16 PM,-,4:30 PM,1,3
4:31 PM,-,4:45 PM,3,1
4:46 PM,-,5:00 PM,2,28
5:01 PM,-,5:15 PM,2,48
5:16 PM,-,5:30 PM,0,91
5:31 PM,-,5:45 PM,2,142
5:46 PM,-,6:00 PM,1,108
6:01 PM,-,6:15 PM,1,231
6:16 PM,-,6:30 PM,3,133
6:31 PM,-,6:45 PM,1,113
6:46 PM,-,7:00 PM,1,90
7:01 PM,-,7:15 PM,2,150
7:16 PM,-,7:30 PM,4,59
7:31 PM,-,7:45 PM,4,13
7:46 PM,-,8:00 PM,7,5
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,64,"3,246",0
"Friday, 08/29/2014",,,,
6:46 AM,-,7:00 AM,0,6
7:01 AM,-,7:15 AM,0,26
7:16 AM,-,7:30 AM,1,75
7:31 AM,-,7:45 AM,3,100
7:46 AM,-,8:00 AM,0,36
8:01 AM,-,8:15 AM,0,52
8:16 AM,-,8:30 AM,0,94
8:31 AM,-,8:45 AM,0,82
8:46 AM,-,9:00 AM,0,49
9:01 AM,-,9:15 AM,0,24
9:16 AM,-,9:30 AM,3,37
9:31 AM,-,9:45 AM,0,37
9:46 AM,-,10:00 AM,3,31
10:01 AM,-,10:15 AM,1,13
10:16 AM,-,10:30 AM,0,8
10:31 AM,-,10:45 AM,0,10
10:46 AM,-,11:00 AM,2,56
11:01 AM,-,11:15 AM,8,67
11:16 AM,-,11:30 AM,6,67
11:31 AM,-,11:45 AM,5,97
11:46 AM,-,12:00 PM,2,290
12:01 PM,-,12:15 PM,9,223
12:16 PM,-,12:30 PM,8,176
12:31 PM,-,12:45 PM,3,91
12:46 PM,-,1:00 PM,13,45
1:01 PM,-,1:15 PM,1,58
1:16 PM,-,1:30 PM,4,12
1:31 PM,-,1:45 PM,0,6
1:46 PM,-,2:00 PM,3,6
2:01 PM,-,2:15 PM,5,8
2:16 PM,-,2:30 PM,0,6
2:31 PM,-,2:45 PM,1,2
2:46 PM,-,3:00 PM,4,1
3:01 PM,-,3:15 PM,2,0
3:16 PM,-,3:30 PM,4,1
3:31 PM,-,3:45 PM,3,1
3:46 PM,-,4:00 PM,4,4
4:01 PM,-,4:15 PM,1,0
4:16 PM,-,4:30 PM,2,5
4:31 PM,-,4:45 PM,0,8
4:46 PM,-,5:00 PM,1,33
5:01 PM,-,5:15 PM,1,54
5:16 PM,-,5:30 PM,2,105
5:31 PM,-,5:45 PM,4,133
5:46 PM,-,6:00 PM,2,117
6:01 PM,-,6:15 PM,1,186
6:16 PM,-,6:30 PM,10,130
6:31 PM,-,6:45 PM,8,57
6:46 PM,-,7:00 PM,8,111
7:01 PM,-,7:15 PM,6,49
7:16 PM,-,7:30 PM,0,0
7:31 PM,-,7:45 PM,0,0
7:46 PM,-,8:00 PM,0,0
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
Day Totals:,0,144,"2,885",0
"Saturday, 08/30/2014",,,,
8:46 AM,-,9:00 AM,0,1
9:01 AM,-,9:15 AM,0,114
9:16 AM,-,9:30 AM,0,41
9:31 AM,-,9:45 AM,0,53
9:46 AM,-,10:00 AM,0,32
10:01 AM,-,10:15 AM,0,23
10:16 AM,-,10:30 AM,0,0
11:16 AM,-,11:30 AM,0,3
11:31 AM,-,11:45 AM,0,215
11:46 AM,-,12:00 PM,0,140
12:01 PM,-,12:15 PM,0,132
12:16 PM,-,12:30 PM,0,143
12:31 PM,-,12:45 PM,0,133
12:46 PM,-,1:00 PM,0,70
1:01 PM,-,1:15 PM,0,44
1:16 PM,-,1:30 PM,0,36
1:31 PM,-,1:45 PM,0,1
1:46 PM,-,2:00 PM,0,0
2:01 PM,-,2:15 PM,0,0
2:16 PM,-,2:30 PM,0,0
2:31 PM,-,2:45 PM,0,0
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,0
3:16 PM,-,3:30 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:01 PM,-,4:15 PM,0,0
4:16 PM,-,4:30 PM,0,0
4:31 PM,-,4:45 PM,0,0
4:46 PM,-,5:00 PM,0,0
5:01 PM,-,5:15 PM,0,88
5:16 PM,-,5:30 PM,0,94
5:31 PM,-,5:45 PM,0,130
5:46 PM,-,6:00 PM,0,143
6:01 PM,-,6:15 PM,0,188
6:16 PM,-,6:30 PM,0,138
6:31 PM,-,6:45 PM,0,118
6:46 PM,-,7:00 PM,0,88
7:01 PM,-,7:15 PM,0,41
7:16 PM,-,7:30 PM,0,0
7:31 PM,-,7:45 PM,0,0
7:46 PM,-,8:00 PM,0,0
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:31 PM,-,11:45 PM,0,0
Day Totals:,39,0,"2,209",0
"Sunday, 08/31/2014",,,,
11:16 AM,-,11:30 AM,0,9
11:31 AM,-,11:45 AM,0,226
11:46 AM,-,12:00 PM,0,114
12:01 PM,-,12:15 PM,0,130
12:16 PM,-,12:30 PM,0,121
12:31 PM,-,12:45 PM,0,77
12:46 PM,-,1:00 PM,0,62
1:01 PM,-,1:15 PM,0,42
1:16 PM,-,1:30 PM,0,47
1:31 PM,-,1:45 PM,0,0
1:46 PM,-,2:00 PM,0,0
2:01 PM,-,2:15 PM,0,0
2:16 PM,-,2:30 PM,0,0
2:31 PM,-,2:45 PM,0,0
2:46 PM,-,3:00 PM,0,0
3:01 PM,-,3:15 PM,0,0
3:16 PM,-,3:30 PM,0,0
3:31 PM,-,3:45 PM,0,0
3:46 PM,-,4:00 PM,0,0
4:01 PM,-,4:15 PM,0,0
4:16 PM,-,4:30 PM,0,0
4:31 PM,-,4:45 PM,0,0
4:46 PM,-,5:00 PM,0,0
5:01 PM,-,5:15 PM,0,113
5:16 PM,-,5:30 PM,0,110
5:31 PM,-,5:45 PM,0,178
5:46 PM,-,6:00 PM,0,145
6:01 PM,-,6:15 PM,0,192
6:16 PM,-,6:30 PM,0,152
6:31 PM,-,6:45 PM,0,92
6:46 PM,-,7:00 PM,0,54
7:01 PM,-,7:15 PM,0,1
7:16 PM,-,7:30 PM,0,0
7:31 PM,-,7:45 PM,0,0
7:46 PM,-,8:00 PM,0,0
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,0,"1,865",0
"Monday, 09/01/2014",,,,
7:01 AM,-,7:15 AM,0,32
7:16 AM,-,7:30 AM,0,82
7:31 AM,-,7:45 AM,2,89
7:46 AM,-,8:00 AM,0,28
8:01 AM,-,8:15 AM,0,50
8:16 AM,-,8:30 AM,0,86
8:31 AM,-,8:45 AM,1,65
8:46 AM,-,9:00 AM,0,55
9:01 AM,-,9:15 AM,2,23
9:16 AM,-,9:30 AM,0,24
9:31 AM,-,9:45 AM,0,23
9:46 AM,-,10:00 AM,5,32
10:01 AM,-,10:15 AM,5,10
10:16 AM,-,10:30 AM,0,2
10:31 AM,-,10:45 AM,0,4
10:46 AM,-,11:00 AM,5,41
11:01 AM,-,11:15 AM,11,99
11:16 AM,-,11:30 AM,5,52
11:31 AM,-,11:45 AM,7,126
11:46 AM,-,12:00 PM,8,248
12:01 PM,-,12:15 PM,4,270
12:16 PM,-,12:30 PM,3,141
12:31 PM,-,12:45 PM,10,81
12:46 PM,-,1:00 PM,9,56
1:01 PM,-,1:15 PM,6,31
1:16 PM,-,1:30 PM,3,18
1:31 PM,-,1:45 PM,0,5
1:46 PM,-,2:00 PM,2,3
2:01 PM,-,2:15 PM,2,10
2:16 PM,-,2:30 PM,0,0
2:31 PM,-,2:45 PM,2,1
2:46 PM,-,3:00 PM,2,2
3:01 PM,-,3:15 PM,3,2
3:16 PM,-,3:30 PM,2,0
3:31 PM,-,3:45 PM,0,1
3:46 PM,-,4:00 PM,3,2
4:01 PM,-,4:15 PM,3,1
4:16 PM,-,4:30 PM,3,4
4:31 PM,-,4:45 PM,1,3
4:46 PM,-,5:00 PM,3,10
5:01 PM,-,5:15 PM,9,105
5:16 PM,-,5:30 PM,2,55
5:31 PM,-,5:45 PM,5,112
5:46 PM,-,6:00 PM,4,113
6:01 PM,-,6:15 PM,2,170
6:16 PM,-,6:30 PM,3,122
6:31 PM,-,6:45 PM,3,192
6:46 PM,-,7:00 PM,8,108
7:01 PM,-,7:15 PM,6,109
7:16 PM,-,7:30 PM,6,35
7:31 PM,-,7:45 PM,5,37
7:46 PM,-,8:00 PM,3,17
8:01 PM,-,8:15 PM,0,0
8:16 PM,-,8:30 PM,0,0
8:31 PM,-,8:45 PM,0,0
8:46 PM,-,9:00 PM,0,0
9:01 PM,-,9:15 PM,0,0
9:16 PM,-,9:30 PM,0,0
9:31 PM,-,9:45 PM,0,0
9:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,168,"2,987",0
"Tuesday, 09/02/2014",,,,
7:01 AM,-,7:15 AM,0,25
7:16 AM,-,7:30 AM,0,81
7:31 AM,-,7:45 AM,0,105
7:46 AM,-,8:00 AM,1,54
8:01 AM,-,8:15 AM,0,51
