Start,-,End,MEALS2GO,MKT DINEIN
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
Day Totals:,0,130,"2,623",0
"Tuesday, 01/26/2016",,,,
07:01 AM,-,07:15 AM,0,23
07:16 AM,-,07:30 AM,0,48
07:31 AM,-,07:45 AM,2,60
07:46 AM,-,08:00 AM,1,30
08:01 AM,-,08:15 AM,0,31
08:16 AM,-,08:30 AM,0,42
08:31 AM,-,08:45 AM,0,51
08:46 AM,-,09:00 AM,1,53
09:01 AM,-,09:15 AM,3,66
09:16 AM,-,09:30 AM,1,32
09:31 AM,-,09:45 AM,3,31
09:46 AM,-,10:00 AM,0,15
10:01 AM,-,10:15 AM,1,5
10:16 AM,-,10:30 AM,1,9
10:31 AM,-,10:45 AM,0,11
10:46 AM,-,11:00 AM,8,111
11:01 AM,-,11:15 AM,11,165
11:16 AM,-,11:30 AM,2,123
11:31 AM,-,11:45 AM,6,131
11:46 AM,-,12:00 PM,14,154
12:01 PM,-,12:15 PM,2,117
12:16 PM,-,12:30 PM,4,66
12:31 PM,-,12:45 PM,3,52
12:46 PM,-,01:00 PM,4,48
01:01 PM,-,01:15 PM,3,30
01:16 PM,-,01:30 PM,4,12
01:31 PM,-,01:45 PM,1,6
01:46 PM,-,02:00 PM,1,4
02:01 PM,-,02:15 PM,0,6
02:16 PM,-,02:30 PM,0,3
02:31 PM,-,02:45 PM,1,1
02:46 PM,-,03:00 PM,2,0
03:01 PM,-,03:15 PM,0,0
03:16 PM,-,03:30 PM,0,1
03:31 PM,-,03:45 PM,1,1
03:46 PM,-,04:00 PM,2,1
04:01 PM,-,04:15 PM,0,6
04:16 PM,-,04:30 PM,2,4
04:31 PM,-,04:45 PM,0,8
04:46 PM,-,05:00 PM,3,38
05:01 PM,-,05:15 PM,5,102
05:16 PM,-,05:30 PM,4,46
05:31 PM,-,05:45 PM,4,139
05:46 PM,-,06:00 PM,6,138
06:01 PM,-,06:15 PM,7,145
06:16 PM,-,06:30 PM,2,95
06:31 PM,-,06:45 PM,10,103
06:46 PM,-,07:00 PM,7,90
07:01 PM,-,07:15 PM,2,65
07:16 PM,-,07:30 PM,2,36
07:31 PM,-,07:45 PM,2,24
07:46 PM,-,08:00 PM,2,7
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,140,"2,585",0
"Wednesday, 01/27/2016",,,,
07:01 AM,-,07:15 AM,0,32
07:16 AM,-,07:30 AM,1,66
07:31 AM,-,07:45 AM,1,98
07:46 AM,-,08:00 AM,4,38
08:01 AM,-,08:15 AM,2,53
08:16 AM,-,08:30 AM,0,95
08:31 AM,-,08:45 AM,0,67
08:46 AM,-,09:00 AM,1,42
09:01 AM,-,09:15 AM,0,21
09:16 AM,-,09:30 AM,0,16
09:31 AM,-,09:45 AM,2,34
09:46 AM,-,10:00 AM,3,31
10:01 AM,-,10:15 AM,0,7
10:16 AM,-,10:30 AM,0,2
10:31 AM,-,10:45 AM,0,1
10:46 AM,-,11:00 AM,5,80
11:01 AM,-,11:15 AM,15,68
11:16 AM,-,11:30 AM,9,107
11:31 AM,-,11:45 AM,11,69
11:46 AM,-,12:00 PM,13,245
12:01 PM,-,12:15 PM,14,265
12:16 PM,-,12:30 PM,14,102
12:31 PM,-,12:45 PM,4,79
12:46 PM,-,01:00 PM,8,28
01:01 PM,-,01:15 PM,4,26
01:16 PM,-,01:30 PM,1,11
01:31 PM,-,01:45 PM,1,2
01:46 PM,-,02:00 PM,1,8
02:01 PM,-,02:15 PM,1,5
02:16 PM,-,02:30 PM,1,3
02:31 PM,-,02:45 PM,2,0
02:46 PM,-,03:00 PM,2,1
03:01 PM,-,03:15 PM,0,0
03:16 PM,-,03:30 PM,2,1
03:31 PM,-,03:45 PM,1,1
03:46 PM,-,04:00 PM,2,8
04:01 PM,-,04:15 PM,1,3
04:16 PM,-,04:30 PM,4,6
04:31 PM,-,04:45 PM,2,10
04:46 PM,-,05:00 PM,1,36
05:01 PM,-,05:15 PM,3,99
05:16 PM,-,05:30 PM,5,71
05:31 PM,-,05:45 PM,5,95
05:46 PM,-,06:00 PM,4,132
06:01 PM,-,06:15 PM,7,184
06:16 PM,-,06:30 PM,3,134
06:31 PM,-,06:45 PM,5,79
06:46 PM,-,07:00 PM,4,80
07:01 PM,-,07:15 PM,4,51
07:16 PM,-,07:30 PM,3,25
07:31 PM,-,07:45 PM,2,25
07:46 PM,-,08:00 PM,7,17
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,185,"2,759",0
"Thursday, 01/28/2016",,,,
07:01 AM,-,07:15 AM,0,27
07:16 AM,-,07:30 AM,0,37
07:31 AM,-,07:45 AM,1,54
07:46 AM,-,08:00 AM,3,31
08:01 AM,-,08:15 AM,0,27
08:16 AM,-,08:30 AM,0,32
08:31 AM,-,08:45 AM,1,53
08:46 AM,-,09:00 AM,0,43
09:01 AM,-,09:15 AM,2,41
09:16 AM,-,09:30 AM,0,62
09:31 AM,-,09:45 AM,0,32
09:46 AM,-,10:00 AM,0,24
10:01 AM,-,10:15 AM,0,5
10:16 AM,-,10:30 AM,0,4
10:31 AM,-,10:45 AM,0,1
10:46 AM,-,11:00 AM,14,110
11:01 AM,-,11:15 AM,9,193
11:16 AM,-,11:30 AM,3,104
11:31 AM,-,11:45 AM,9,135
11:46 AM,-,12:00 PM,11,118
12:01 PM,-,12:15 PM,1,140
12:16 PM,-,12:30 PM,2,142
12:31 PM,-,12:45 PM,3,74
12:46 PM,-,01:00 PM,3,41
01:01 PM,-,01:15 PM,5,32
01:16 PM,-,01:30 PM,4,15
01:31 PM,-,01:45 PM,2,3
01:46 PM,-,02:00 PM,1,2
02:01 PM,-,02:15 PM,0,1
02:16 PM,-,02:30 PM,1,5
02:31 PM,-,02:45 PM,0,1
02:46 PM,-,03:00 PM,0,2
03:01 PM,-,03:15 PM,1,2
03:16 PM,-,03:30 PM,1,0
03:31 PM,-,03:45 PM,0,2
03:46 PM,-,04:00 PM,1,5
04:01 PM,-,04:15 PM,3,5
04:16 PM,-,04:30 PM,0,3
04:31 PM,-,04:45 PM,4,2
04:46 PM,-,05:00 PM,0,37
05:01 PM,-,05:15 PM,12,102
05:16 PM,-,05:30 PM,7,98
05:31 PM,-,05:45 PM,7,131
05:46 PM,-,06:00 PM,9,113
06:01 PM,-,06:15 PM,7,114
06:16 PM,-,06:30 PM,3,75
06:31 PM,-,06:45 PM,4,97
06:46 PM,-,07:00 PM,10,94
07:01 PM,-,07:15 PM,5,50
07:16 PM,-,07:30 PM,3,34
07:31 PM,-,07:45 PM,4,49
07:46 PM,-,08:00 PM,2,12
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
Day Totals:,0,158,"2,616",0
"Friday, 01/29/2016",,,,
07:01 AM,-,07:15 AM,1,32
07:16 AM,-,07:30 AM,1,50
07:31 AM,-,07:45 AM,0,71
07:46 AM,-,08:00 AM,1,27
08:01 AM,-,08:15 AM,0,30
08:16 AM,-,08:30 AM,1,57
08:31 AM,-,08:45 AM,4,72
08:46 AM,-,09:00 AM,4,54
09:01 AM,-,09:15 AM,2,22
09:16 AM,-,09:30 AM,1,23
09:31 AM,-,09:45 AM,0,33
09:46 AM,-,10:00 AM,3,29
10:01 AM,-,10:15 AM,2,10
10:16 AM,-,10:30 AM,0,2
10:31 AM,-,10:45 AM,0,3
10:46 AM,-,11:00 AM,3,59
11:01 AM,-,11:15 AM,7,75
11:16 AM,-,11:30 AM,6,81
11:31 AM,-,11:45 AM,6,91
11:46 AM,-,12:00 PM,13,224
12:01 PM,-,12:15 PM,10,245
12:16 PM,-,12:30 PM,27,126
12:31 PM,-,12:45 PM,10,88
12:46 PM,-,01:00 PM,10,59
01:01 PM,-,01:15 PM,4,37
01:16 PM,-,01:30 PM,3,9
01:31 PM,-,01:45 PM,0,8
01:46 PM,-,02:00 PM,2,5
02:01 PM,-,02:15 PM,2,5
02:16 PM,-,02:30 PM,2,1
02:31 PM,-,02:45 PM,1,0
02:46 PM,-,03:00 PM,2,4
03:01 PM,-,03:15 PM,1,0
03:16 PM,-,03:30 PM,6,2
03:31 PM,-,03:45 PM,0,0
03:46 PM,-,04:00 PM,6,6
04:01 PM,-,04:15 PM,3,4
04:16 PM,-,04:30 PM,2,3
04:31 PM,-,04:45 PM,2,3
04:46 PM,-,05:00 PM,4,19
05:01 PM,-,05:15 PM,9,59
05:16 PM,-,05:30 PM,6,57
05:31 PM,-,05:45 PM,9,106
05:46 PM,-,06:00 PM,2,113
06:01 PM,-,06:15 PM,7,107
06:16 PM,-,06:30 PM,6,105
06:31 PM,-,06:45 PM,9,103
06:46 PM,-,07:00 PM,7,67
07:01 PM,-,07:15 PM,0,46
07:16 PM,-,07:30 PM,0,0
07:31 PM,-,07:45 PM,0,0
07:46 PM,-,08:00 PM,0,0
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,207,"2,432",0
"Saturday, 01/30/2016",,,,
09:01 AM,-,09:15 AM,1,30
09:16 AM,-,09:30 AM,0,25
09:31 AM,-,09:45 AM,3,55
09:46 AM,-,10:00 AM,1,28
10:01 AM,-,10:15 AM,0,1
11:16 AM,-,11:30 AM,0,8
11:31 AM,-,11:45 AM,10,144
11:46 AM,-,12:00 PM,12,116
12:01 PM,-,12:15 PM,8,103
12:16 PM,-,12:30 PM,14,84
12:31 PM,-,12:45 PM,5,66
12:46 PM,-,01:00 PM,9,91
01:01 PM,-,01:15 PM,5,43
01:16 PM,-,01:30 PM,4,23
01:31 PM,-,01:45 PM,2,3
01:46 PM,-,02:00 PM,0,0
02:01 PM,-,02:15 PM,0,0
02:16 PM,-,02:30 PM,0,0
02:31 PM,-,02:45 PM,0,0
02:46 PM,-,03:00 PM,0,0
03:01 PM,-,03:15 PM,0,0
03:16 PM,-,03:30 PM,0,0
03:31 PM,-,03:45 PM,0,0
03:46 PM,-,04:00 PM,0,0
04:01 PM,-,04:15 PM,0,0
04:16 PM,-,04:30 PM,0,0
04:31 PM,-,04:45 PM,0,0
04:46 PM,-,05:00 PM,1,0
05:01 PM,-,05:15 PM,9,88
05:16 PM,-,05:30 PM,7,136
05:31 PM,-,05:45 PM,5,121
05:46 PM,-,06:00 PM,8,57
06:01 PM,-,06:15 PM,7,126
06:16 PM,-,06:30 PM,14,77
06:31 PM,-,06:45 PM,5,40
06:46 PM,-,07:00 PM,6,66
07:01 PM,-,07:15 PM,1,0
07:16 PM,-,07:30 PM,0,0
07:31 PM,-,07:45 PM,0,0
07:46 PM,-,08:00 PM,0,0
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,137,"1,531",0
"Sunday, 01/31/2016",,,,
11:46 PM,-,12:00 AM,0,0
11:31 AM,-,11:45 AM,7,230
11:46 AM,-,12:00 PM,8,128
12:01 PM,-,12:15 PM,6,123
12:16 PM,-,12:30 PM,5,111
12:31 PM,-,12:45 PM,7,65
12:46 PM,-,01:00 PM,10,54
01:01 PM,-,01:15 PM,8,101
01:16 PM,-,01:30 PM,5,31
01:31 PM,-,01:45 PM,1,2
01:46 PM,-,02:00 PM,0,0
02:01 PM,-,02:15 PM,0,0
02:16 PM,-,02:30 PM,0,0
02:31 PM,-,02:45 PM,0,0
02:46 PM,-,03:00 PM,0,0
03:01 PM,-,03:15 PM,0,0
03:16 PM,-,03:30 PM,0,0
03:31 PM,-,03:45 PM,0,0
03:46 PM,-,04:00 PM,0,0
04:01 PM,-,04:15 PM,0,0
04:16 PM,-,04:30 PM,0,0
04:31 PM,-,04:45 PM,0,0
04:46 PM,-,05:00 PM,0,4
05:01 PM,-,05:15 PM,10,130
05:16 PM,-,05:30 PM,9,113
05:31 PM,-,05:45 PM,13,143
05:46 PM,-,06:00 PM,8,109
06:01 PM,-,06:15 PM,13,174
06:16 PM,-,06:30 PM,6,120
06:31 PM,-,06:45 PM,11,68
06:46 PM,-,07:00 PM,10,78
07:01 PM,-,07:15 PM,0,0
07:16 PM,-,07:30 PM,0,0
07:31 PM,-,07:45 PM,0,0
07:46 PM,-,08:00 PM,0,0
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,137,"1,784",0
"Monday, 02/01/2016",,,,
06:46 AM,-,07:00 AM,0,3
07:01 AM,-,07:15 AM,1,34
07:16 AM,-,07:30 AM,1,47
07:31 AM,-,07:45 AM,2,75
07:46 AM,-,08:00 AM,3,40
08:01 AM,-,08:15 AM,2,56
08:16 AM,-,08:30 AM,1,65
08:31 AM,-,08:45 AM,1,66
08:46 AM,-,09:00 AM,5,33
09:01 AM,-,09:15 AM,0,10
09:16 AM,-,09:30 AM,0,17
09:31 AM,-,09:45 AM,1,44
09:46 AM,-,10:00 AM,4,20
10:01 AM,-,10:15 AM,0,8
10:16 AM,-,10:30 AM,0,6
10:31 AM,-,10:45 AM,0,3
10:46 AM,-,11:00 AM,12,70
11:01 AM,-,11:15 AM,10,115
11:16 AM,-,11:30 AM,9,72
11:31 AM,-,11:45 AM,12,60
11:46 AM,-,12:00 PM,10,239
12:01 PM,-,12:15 PM,17,229
12:16 PM,-,12:30 PM,12,87
12:31 PM,-,12:45 PM,12,77
12:46 PM,-,01:00 PM,5,47
01:01 PM,-,01:15 PM,1,29
01:16 PM,-,01:30 PM,4,12
01:31 PM,-,01:45 PM,1,7
01:46 PM,-,02:00 PM,2,4
02:01 PM,-,02:15 PM,2,4
02:16 PM,-,02:30 PM,1,5
02:31 PM,-,02:45 PM,1,1
02:46 PM,-,03:00 PM,0,0
03:01 PM,-,03:15 PM,1,2
03:16 PM,-,03:30 PM,1,4
03:31 PM,-,03:45 PM,4,1
03:46 PM,-,04:00 PM,10,6
04:01 PM,-,04:15 PM,1,5
04:16 PM,-,04:30 PM,0,1
04:31 PM,-,04:45 PM,3,9
04:46 PM,-,05:00 PM,7,43
05:01 PM,-,05:15 PM,10,150
05:16 PM,-,05:30 PM,20,134
05:31 PM,-,05:45 PM,7,219
05:46 PM,-,06:00 PM,9,140
06:01 PM,-,06:15 PM,18,91
06:16 PM,-,06:30 PM,9,51
06:31 PM,-,06:45 PM,4,39
06:46 PM,-,07:00 PM,1,22
07:01 PM,-,07:15 PM,1,17
07:16 PM,-,07:30 PM,2,16
07:31 PM,-,07:45 PM,1,11
07:46 PM,-,08:00 PM,2,5
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,243,"2,551",0
"Tuesday, 02/02/2016",,,,
07:01 AM,-,07:15 AM,1,24
07:16 AM,-,07:30 AM,0,33
07:31 AM,-,07:45 AM,1,46
07:46 AM,-,08:00 AM,0,16
08:01 AM,-,08:15 AM,0,26
08:16 AM,-,08:30 AM,2,34
08:31 AM,-,08:45 AM,1,50
08:46 AM,-,09:00 AM,2,52
09:01 AM,-,09:15 AM,0,28
09:16 AM,-,09:30 AM,0,32
09:31 AM,-,09:45 AM,0,31
09:46 AM,-,10:00 AM,1,19
10:01 AM,-,10:15 AM,0,5
10:16 AM,-,10:30 AM,1,5
10:31 AM,-,10:45 AM,5,7
10:46 AM,-,11:00 AM,26,105
11:01 AM,-,11:15 AM,18,171
11:16 AM,-,11:30 AM,7,111
11:31 AM,-,11:45 AM,11,107
11:46 AM,-,12:00 PM,17,148
12:01 PM,-,12:15 PM,5,146
12:16 PM,-,12:30 PM,4,73
12:31 PM,-,12:45 PM,7,50
12:46 PM,-,01:00 PM,14,29
01:01 PM,-,01:15 PM,6,31
01:16 PM,-,01:30 PM,2,28
01:31 PM,-,01:45 PM,3,4
01:46 PM,-,02:00 PM,1,6
02:01 PM,-,02:15 PM,1,1
02:16 PM,-,02:30 PM,3,4
02:31 PM,-,02:45 PM,1,1
02:46 PM,-,03:00 PM,1,1
03:01 PM,-,03:15 PM,2,0
03:16 PM,-,03:30 PM,0,2
03:31 PM,-,03:45 PM,0,3
03:46 PM,-,04:00 PM,3,6
04:01 PM,-,04:15 PM,3,8
04:16 PM,-,04:30 PM,1,2
04:31 PM,-,04:45 PM,1,2
04:46 PM,-,05:00 PM,3,46
05:01 PM,-,05:15 PM,7,91
05:16 PM,-,05:30 PM,6,86
05:31 PM,-,05:45 PM,11,117
05:46 PM,-,06:00 PM,3,106
06:01 PM,-,06:15 PM,10,143
06:16 PM,-,06:30 PM,4,114
06:31 PM,-,06:45 PM,10,102
06:46 PM,-,07:00 PM,8,80
07:01 PM,-,07:15 PM,10,56
07:16 PM,-,07:30 PM,8,30
07:31 PM,-,07:45 PM,2,27
07:46 PM,-,08:00 PM,5,27
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
09:46 PM,-,10:00 PM,0,0
10:01 PM,-,10:15 PM,0,0
10:16 PM,-,10:30 PM,0,0
10:31 PM,-,10:45 PM,0,0
10:46 PM,-,11:00 PM,0,0
11:01 PM,-,11:15 PM,0,0
11:16 PM,-,11:30 PM,0,0
11:31 PM,-,11:45 PM,0,0
11:46 PM,-,12:00 AM,0,0
Day Totals:,0,238,"2,472",0
"Wednesday, 02/03/2016",,,,
07:01 AM,-,07:15 AM,0,24
07:16 AM,-,07:30 AM,0,52
07:31 AM,-,07:45 AM,0,77
07:46 AM,-,08:00 AM,3,54
08:01 AM,-,08:15 AM,2,54
08:16 AM,-,08:30 AM,0,58
08:31 AM,-,08:45 AM,0,71
08:46 AM,-,09:00 AM,3,51
09:01 AM,-,09:15 AM,1,17
09:16 AM,-,09:30 AM,1,17
09:31 AM,-,09:45 AM,1,35
09:46 AM,-,10:00 AM,3,31
10:01 AM,-,10:15 AM,1,8
10:16 AM,-,10:30 AM,0,4
10:31 AM,-,10:45 AM,0,4
10:46 AM,-,11:00 AM,12,87
11:01 AM,-,11:15 AM,9,78
11:16 AM,-,11:30 AM,6,101
11:31 AM,-,11:45 AM,11,78
11:46 AM,-,12:00 PM,16,250
12:01 PM,-,12:15 PM,19,211
12:16 PM,-,12:30 PM,10,92
12:31 PM,-,12:45 PM,12,83
12:46 PM,-,01:00 PM,13,47
01:01 PM,-,01:15 PM,1,39
01:16 PM,-,01:30 PM,2,20
01:31 PM,-,01:45 PM,2,0
01:46 PM,-,02:00 PM,1,9
02:01 PM,-,02:15 PM,2,4
02:16 PM,-,02:30 PM,3,10
02:31 PM,-,02:45 PM,2,2
02:46 PM,-,03:00 PM,0,2
03:01 PM,-,03:15 PM,3,3
03:16 PM,-,03:30 PM,2,0
03:31 PM,-,03:45 PM,1,3
03:46 PM,-,04:00 PM,5,4
04:01 PM,-,04:15 PM,2,5
04:16 PM,-,04:30 PM,1,7
04:31 PM,-,04:45 PM,4,10
04:46 PM,-,05:00 PM,6,42
05:01 PM,-,05:15 PM,9,108
05:16 PM,-,05:30 PM,6,90
05:31 PM,-,05:45 PM,5,100
05:46 PM,-,06:00 PM,5,74
06:01 PM,-,06:15 PM,7,152
06:16 PM,-,06:30 PM,8,98
06:31 PM,-,06:45 PM,4,71
06:46 PM,-,07:00 PM,2,79
07:01 PM,-,07:15 PM,7,49
07:16 PM,-,07:30 PM,2,44
07:31 PM,-,07:45 PM,4,35
07:46 PM,-,08:00 PM,4,13
08:01 PM,-,08:15 PM,0,0
08:16 PM,-,08:30 PM,0,0
08:31 PM,-,08:45 PM,0,0
08:46 PM,-,09:00 PM,0,0
09:01 PM,-,09:15 PM,0,0
09:16 PM,-,09:30 PM,0,0
09:31 PM,-,09:45 PM,0,0
